id,date,size_plt,peroid,category,location_id,item_id,popularity,revenue,income,avg_profit
188,2022-04-03 00:00:00.000,8.2564001083374,180,2,3,2159,7.1693500166706,3850.20,3850.20,0.97470486164093
189,2022-04-03 00:00:00.000,0.6931471824646,180,3,17,7761,7.0352685992811,113387.1563,0.00,0
190,2022-04-03 00:00:00.000,7.27543544769287,180,3,27,658,6.92657703322273,12706.3799,1442.38,0.131094142794609
191,2022-04-03 00:00:00.000,7.60300540924072,180,3,3,5061,6.9177056098353,9430.21,2002.21,0.18419237434864
192,2022-04-03 00:00:00.000,8.65366458892822,180,3,34,3265,6.78671695060508,43915.7109,5729.1099,0.130442678928375
193,2022-04-03 00:00:00.000,0.6931471824646,180,3,34,10277,6.75227037614174,16256.00,0.00,0
194,2022-04-03 00:00:00.000,0.6931471824646,180,3,34,3249,6.73340189183736,144824.4063,0.00,0
195,2022-04-03 00:00:00.000,7.53160619735718,180,3,13,833,6.64639051484773,14184.0996,1864.1001,0.133674398064613
196,2022-04-03 00:00:00.000,0.6931471824646,180,3,21,3960,6.59304453414244,730.00,0.00,0
197,2022-04-03 00:00:00.000,7.46169805526733,180,3,27,4962,6.56385552653213,11769.0996,1738.10,0.149652093648911
198,2022-04-03 00:00:00.000,6.93388080596924,180,3,13,9632,6.5366915975913,5868.4702,1024.47,0.156938463449478
199,2022-04-03 00:00:00.000,6.59017753601074,180,3,30,9885,6.5206211275587,6944.9102,725.91,0.125634491443634
200,2022-04-03 00:00:00.000,8.0005407333374,180,3,3,1959,6.50727771238501,11818.5703,2980.5701,0.253602892160416
201,2022-04-03 00:00:00.000,0.6931471824646,180,3,21,3925,6.48768401848461,1332.00,0.00,0
202,2022-04-03 00:00:00.000,7.27063274383545,180,3,5,4090,6.48004456192665,11350.46,1435.46,0.129932880401611
203,2022-04-03 00:00:00.000,5.56708431243896,180,3,3,9783,6.46769872610435,2197.6699,259.67,0.128518745303154
204,2022-04-03 00:00:00.000,4.17438745498657,180,3,6,488,6.43454651878745,3052.00,-63.00,0.000458587455796078
205,2022-04-03 00:00:00.000,5.99183940887451,180,3,27,2574,6.42648845745769,1013.15,398.15,0.0361054800450802
206,2022-04-03 00:00:00.000,0.6931471824646,180,3,34,3254,6.39526159811545,232370.0625,0.00,0
