108,2022-05-02 00:00:00.000,1905-07-08 00:00:00.000,6,527.00,713.00,189.00
109,2022-05-02 00:00:00.000,1905-07-08 00:00:00.000,7,210.00,281.00,70.00
110,2022-05-02 00:00:00.000,1905-07-08 00:00:00.000,8,239.00,300.00,61.00
111,2022-05-02 00:00:00.000,1905-07-08 00:00:00.000,9,1037.00,1238.00,197.00
112,2022-05-02 00:00:00.000,1905-07-08 00:00:00.000,10,456.00,580.00,123.00
113,2022-05-02 00:00:00.000,1905-07-07 00:00:00.000,3,1702.00,2271.00,572.00
114,2022-05-02 00:00:00.000,1905-07-07 00:00:00.000,5,1949.00,2657.00,711.00
115,2022-05-02 00:00:00.000,1905-07-07 00:00:00.000,6,666.00,895.00,229.00
116,2022-05-02 00:00:00.000,1905-07-07 00:00:00.000,7,22.00,27.00,5.00
117,2022-05-02 00:00:00.000,1905-07-07 00:00:00.000,8,135.00,173.00,35.00
118,2022-05-02 00:00:00.000,1905-07-07 00:00:00.000,9,1039.00,1276.00,235.00
119,2022-05-02 00:00:00.000,1905-07-07 00:00:00.000,10,323.00,416.00,96.00
120,2022-05-02 00:00:00.000,1905-07-06 00:00:00.000,3,1368.00,1816.00,450.00
121,2022-05-02 00:00:00.000,1905-07-06 00:00:00.000,5,2123.00,2892.00,769.00
122,2022-05-02 00:00:00.000,1905-07-06 00:00:00.000,6,464.00,635.00,170.00
123,2022-05-02 00:00:00.000,1905-07-06 00:00:00.000,7,118.00,156.00,37.00
124,2022-05-02 00:00:00.000,1905-07-06 00:00:00.000,8,386.00,474.00,89.00
125,2022-05-02 00:00:00.000,1905-07-06 00:00:00.000,9,1039.00,1252.00,207.00
126,2022-05-02 00:00:00.000,1905-07-06 00:00:00.000,10,394.00,510.00,116.00
127,2022-05-02 00:00:00.000,1905-07-05 00:00:00.000,3,1284.00,1720.00,435.00
128,2022-05-02 00:00:00.000,1905-07-05 00:00:00.000,5,1894.00,2582.00,692.00
129,2022-05-02 00:00:00.000,1905-07-05 00:00:00.000,6,600.00,810.00,203.00
130,2022-05-02 00:00:00.000,1905-07-05 00:00:00.000,7,186.00,242.00,54.00
131,2022-05-02 00:00:00.000,1905-07-05 00:00:00.000,8,165.00,204.00,37.00
132,2022-05-02 00:00:00.000,1905-07-05 00:00:00.000,9,1143.00,1379.00,232.00
133,2022-05-02 00:00:00.000,1905-07-05 00:00:00.000,10,330.00,432.00,95.00
134,2022-05-02 00:00:00.000,1905-07-04 00:00:00.000,3,1157.00,1545.00,390.00
135,2022-05-02 00:00:00.000,1905-07-04 00:00:00.000,5,1772.00,2425.00,661.00
136,2022-05-02 00:00:00.000,1905-07-04 00:00:00.000,6,536.00,723.00,186.00
137,2022-05-02 00:00:00.000,1905-07-04 00:00:00.000,7,125.00,171.00,49.00
138,2022-05-02 00:00:00.000,1905-07-04 00:00:00.000,8,213.00,251.00,38.00
139,2022-05-02 00:00:00.000,1905-07-04 00:00:00.000,9,945.00,1148.00,199.00
140,2022-05-02 00:00:00.000,1905-07-04 00:00:00.000,10,308.00,397.00,85.00
141,2022-05-02 00:00:00.000,1905-07-03 00:00:00.000,3,1207.00,1603.00,397.00
142,2022-05-02 00:00:00.000,1905-07-03 00:00:00.000,5,1890.00,2578.00,695.00
143,2022-05-02 00:00:00.000,1905-07-03 00:00:00.000,6,746.00,1001.00,259.00
144,2022-05-02 00:00:00.000,1905-07-03 00:00:00.000,7,189.00,250.00,56.00
145,2022-05-02 00:00:00.000,1905-07-03 00:00:00.000,8,244.00,303.00,59.00
146,2022-05-02 00:00:00.000,1905-07-03 00:00:00.000,9,1062.00,1283.00,216.00
147,2022-05-02 00:00:00.000,1905-07-03 00:00:00.000,10,385.00,497.00,114.00
148,2022-05-02 00:00:00.000,1905-07-02 00:00:00.000,3,1353.00,1800.00,449.00
149,2022-05-02 00:00:00.000,1905-07-02 00:00:00.000,5,1861.00,2538.00,681.00
150,2022-05-02 00:00:00.000,1905-07-02 00:00:00.000,6,595.00,800.00,207.00
151,2022-05-02 00:00:00.000,1905-07-02 00:00:00.000,7,175.00,231.00,62.00
152,2022-05-02 00:00:00.000,1905-07-02 00:00:00.000,8,221.00,272.00,47.00
153,2022-05-02 00:00:00.000,1905-07-02 00:00:00.000,9,1029.00,1249.00,216.00
154,2022-05-02 00:00:00.000,1905-07-02 00:00:00.000,10,403.00,523.00,119.00
